fid,LATITUDE,LONGITUDE
742178,47.80999,-117.4348
742179,47.80401,-117.4508
742180,47.81959,-117.4242
742181,47.80567,-117.4314
742182,47.80905,-117.4642
742183,47.826,-117.6583
742184,47.8289,-117.6619
742185,47.82961,-117.66119
742186,47.82961,-117.66119
742187,47.82975,-117.67741
742189,47.83321,-117.66119
742190,47.83335,-117.6774
742194,47.8369,-117.66659
742196,47.8405,-117.6799
742203,47.84774,-117.66659
742211,47.82273,-117.6825
742212,47.83088,-117.6619
742213,47.82562,-117.6555
742215,47.58182,-117.3892
742216,47.58213,-117.38231
742217,47.58226,-117.40912
742218,47.5834,-117.3834
742219,47.5857,-117.4016
742220,47.58584,-117.39831
742221,47.5887,-117.3764
742222,47.5891,-117.401
742223,47.5891,-117.401
742224,47.58947,-117.39289
742225,47.58951,-117.40362
742226,47.59124,-117.417217
742227,47.59187,-117.4026
742228,47.59306,-117.37139
742229,47.59306,-117.37139
742230,47.59312,-117.38747
742231,47.59313,-117.39283
742232,47.59589,-117.3931
742233,47.59598,-117.3917
742234,47.59603,-117.3933
742235,47.612,-117.388
742236,47.6171,-117.4061
742237,47.67625,-117.3836
742238,47.60392,-117.3685
742239,47.60736,-117.4002
742240,47.61018615,-117.364814
742241,47.60743,-117.71751
742242,47.6232,-117.71447
742243,47.55541,-117.7113
742244,47.58,-117.71
742245,47.63768,-117.7092
742246,47.63042,-117.70912
742247,47.62679,-117.7091
742248,47.6159,-117.70906
742249,47.57831,-117.70675
742250,47.57831,-117.70675
742251,47.55822,-117.7041
742252,47.5728,-117.7041
742253,47.62313,-117.7037
742254,47.6195,-117.70368
742255,47.6343,-117.7035
742256,47.5309,-117.7034
742257,47.6237,-117.7032
742258,47.56739,-117.70143
742259,47.57103,-117.70141
742260,47.62311,-117.69829
742261,47.62311,-117.69829
742262,47.61586,-117.6983
742263,47.57829,-117.69599
742264,47.5504,-117.6952
742265,47.58924001,-117.6906
742266,47.6171,-117.6888
742267,47.5387,-117.6868
742268,47.6252,-117.6866
742269,47.6303,-117.6852
742270,47.56267,-117.6882
742271,47.60986,-117.7141
742272,47.531,-117.68518
742273,47.55671,-117.6851
742274,47.55732,-117.6879
742275,47.61879,-117.6887
742276,47.60898611,-117.7137141
742277,47.68787,-117.5029
742278,47.68811,-117.49373
742279,47.6887,-117.4787
742280,47.69179,-117.50468
742281,47.6936,-117.507
742282,47.6938,-117.4932
742283,47.69495,-117.4982
742284,47.69902,-117.4994
742285,47.69905,-117.4994
742286,47.6991,-117.5002
742287,47.70898,-117.4814
742288,47.7092,-117.4997
742289,47.70933,-117.4914
742290,47.70968,-117.4886
742291,47.7097,-117.4842
742292,47.71015,-117.4886
742293,47.71708,-117.49961
742294,47.7187,-117.5117
742295,47.68835,-117.4977
742296,47.71378,-117.64429
742297,47.7348,-117.6433
742298,47.73554,-117.65519
742299,47.73575,-117.68744
742300,47.7391,-117.63371
742301,47.7391,-117.6577
742302,47.7393,-117.6346
742303,47.74272,-117.63904
742304,47.74274,-117.64435
742305,47.74278,-117.6783
742306,47.74289,-117.6348
742307,47.7451,-117.6438
742308,47.75031,-117.68756
742309,47.751,-117.654
742310,47.7517,-117.6777
742311,47.7538,-117.6795
742312,47.75837,-117.6873
742313,47.6083,-117.5218
742314,47.6011,-117.5204
742315,47.6108,-117.5202
742316,47.64139,-117.5202
742317,47.6,-117.51636
742318,47.6,-117.51636
742319,47.60361,-117.51617
742320,47.60723,-117.51594
742321,47.64484,-117.51565
742322,47.58896,-117.5111
742323,47.5927,-117.51108
742324,47.60722,-117.51047
742325,47.62298,-117.51031
742326,47.62298,-117.51031
742327,47.62298,-117.51031
742328,47.61931,-117.51023
742329,47.61931,-117.5102
742330,47.61492,-117.5097
742331,47.6228,-117.5095
742332,47.6142,-117.5092
742333,47.64209,-117.5076
742334,47.621,-117.5073
742335,47.59698,-117.5069
742336,47.6221,-117.5062
742337,47.59998,-117.50529
742338,47.6036,-117.50517
742339,47.60722,-117.5051
742340,47.62298,-117.50498
742341,47.64115,-117.50493
742342,47.61931,-117.50489
742343,47.61563,-117.50479
742344,47.61563,-117.50479
742345,47.61563,-117.50479
742346,47.7967,-117.3785
742347,47.79955,-117.3825
742348,47.7997,-117.3752
742349,47.80008,-117.38132
742350,47.8008,-117.3873
742351,47.8018,-117.3928
742352,47.80215,-117.4064
742353,47.80369,-117.3974
742354,47.80393,-117.3867
742355,47.805,-117.4065
742356,47.8059,-117.3832
742357,47.807,-117.401
742358,47.80882,-117.3994
742359,47.8093,-117.3775
742360,47.8109,-117.3868
742361,47.81102,-117.37607
742362,47.81102,-117.37607
742363,47.81837,-117.38681
742364,47.8211,-117.3836
742365,47.8235,-117.3781
742366,47.8255,-117.40845
742367,47.8255,-117.40845
742368,47.83295,-117.3762
742369,47.8355,-117.3857
742370,47.84044,-117.3821
742371,47.84306,-117.386
742372,47.85487,-117.39217
742373,47.85794,-117.3813
742374,47.85918,-117.3915
742375,47.80431,-117.3864
742376,47.82991616,-117.3790141
742377,47.59688,-117.6537
742378,47.56388,-117.6534
742379,47.58559999,-117.6531
742380,47.5854,-117.6497
742381,47.55278,-117.6476
742382,47.5912,-117.6463
742383,47.587,-117.643
742384,47.57826,-117.64233
742385,47.57096,-117.64232
742386,47.57096,-117.64232
742387,47.57096,-117.6423
742388,47.57461,-117.6423
742389,47.5824,-117.6394
742390,47.58556,-117.63697
742391,47.58188,-117.63694
742392,47.58188,-117.63694
742393,47.58188,-117.63694
742394,47.57823,-117.63693
742395,47.57459,-117.63692
742396,47.5737,-117.6362
742397,47.54607,-117.6352
742398,47.53955,-117.6341
742399,47.5491,-117.6257
742400,47.5831,-117.6231
742401,47.5792,-117.6214
742402,47.5914,-117.6213
742403,47.59396,-117.6187
742404,47.5531,-117.6165
742405,47.5849,-117.6163
742406,47.552505,-117.616
742407,47.5942,-117.6159
742408,47.5752,-117.6158
742409,47.5874,-117.6157
742410,47.54077,-117.6502
742411,47.7598,-117.3992
742412,47.742,-117.3988
742413,47.71687,-117.39797
742414,47.7565,-117.39785
742415,47.7565,-117.39785
742416,47.76012,-117.39784
742417,47.76012,-117.39784
742418,47.7373,-117.3972
742419,47.74372,-117.3954
742420,47.74357,-117.3941
742421,47.7422,-117.3939
742422,47.74042,-117.3939
742423,47.737456,-117.393862
742424,47.73665,-117.3936
742425,47.74018,-117.3935
742426,47.7381,-117.3931
742427,47.75637,-117.3928
742428,47.742512,-117.392704
742429,47.74312,-117.3926
742430,47.74465,-117.3925
742431,47.73963,-117.392
742432,47.74158,-117.3919
742433,47.73795,-117.3818
742434,47.74243,-117.3814
742435,47.75101,-117.3784
742436,47.7429,-117.3716
743457,48.02027,-117.50979
743462,48.0410632,-117.48678
743499,47.77455,-117.54778
743500,47.77834,-117.56359
743501,47.7805,-117.592
743502,47.78216,-117.59626
743503,47.78221998,-117.6071
743504,47.78536998,-117.5428
743505,47.78554,-117.55846
743506,47.78559,-117.5635
743507,47.78593,-117.6231
743508,47.79626001,-117.5479
743509,47.79626,-117.54794
743510,47.80041998,-117.6126
743511,47.80412,-117.62328
743522,47.81849,-117.61794
743523,47.81854,-117.62338
743529,47.77455,-117.54778
743531,47.77849,-117.58531
743534,47.79626,-117.53739
743536,47.78927,-117.57994
743539,47.82571,-117.61808
743541,47.67367,-117.6226
743542,47.7229,-117.6134
743543,47.6882,-117.6119
743544,47.76028001,-117.607
743545,47.76368451,-117.6068554
743546,47.6809,-117.60114
743547,47.71731,-117.5909
743548,47.71731,-117.5909
743549,47.69175,-117.58521
743550,47.74251,-117.5851
743551,47.76018,-117.57444
743552,47.69643483,-117.5730005
743553,47.7661,-117.5705
743554,47.68819,-117.5692
743555,47.68096,-117.56918
743556,47.70642,-117.56402
743557,47.69914,-117.55857
743558,47.74959,-117.59608
743559,47.69538,-117.59599
743560,47.74237,-117.56356
743561,47.7353,-117.59062
743562,47.6918,-117.61198
743563,47.76405,-117.61772
743564,47.74237,-117.56356
743565,47.70647,-117.59613
743566,47.76043,-117.62306
743567,47.74605,-117.57971
743568,47.75304,-117.569
743569,47.67003,-117.59584
743570,47.75314,-117.60699
743571,47.86532,-117.53265
743572,47.83985,-117.53233
743573,47.83985,-117.5323
743574,47.79263,-117.53184
743575,47.7805,-117.5276
743576,47.81804,-117.5265
743577,47.78899,-117.52635
743578,47.82544,-117.52125
743579,47.85689177,-117.5064556
743580,47.78207999,-117.4941
743581,47.83445312,-117.4910656
743582,47.93053,-117.49035
743583,47.91242,-117.49012
743584,47.90154,-117.49
743585,47.90884997,-117.4847
743586,47.90885,-117.4847
743587,47.9016,-117.4846
743588,47.82539,-117.4837
743589,47.77491,-117.48317
743590,47.79435,-117.529058
743591,47.7785,-117.48865
743592,47.87607,-117.48411
743593,47.81078,-117.50516
743594,47.912,-117.52831
743595,47.93422,-117.48505
743596,47.83629,-117.52692
743597,47.92288,-117.52344
743598,47.7854,-117.52638
743599,47.80331,-117.52629
743600,47.77459,-117.52632
743601,47.93422,-117.48505
743602,47.77821,-117.52634
743603,47.78563,-117.48886
743604,47.80706,-117.51568
743605,47.79272,-117.48901
743606,47.97659,-117.4771
743607,48.03841,-117.46152
743608,48.01278,-117.45053
743609,47.99793,-117.42827
743610,47.9651,-117.41205
743611,47.98693,-117.41203
743612,48.02939446,-117.3947573
743613,48.0122,-117.38481
743614,48.01959,-117.36323
743615,48.01229,-117.36322
743616,47.99409,-117.36317
743617,47.97961,-117.36306
743618,47.96874,-117.36304
743619,47.9692,-117.3624
743620,48.0417,-117.3605
743621,48.0272,-117.3604
743622,47.9909,-117.3594
743623,47.98687,-117.35771
743624,47.98687,-117.35771
743625,48.0207,-117.3575
743626,47.9971,-117.3569
743627,47.9821,-117.3593
743628,47.98196,-117.37
743629,48.03411,-117.3681
743630,48.02331,-117.3674
743631,48.02331617,-117.3674141
743632,47.86414,-117.3474
743633,47.80914,-117.3708
743634,47.85283,-117.3573
743635,47.85149,-117.3704
743636,47.80752,-117.3546
743637,47.8533,-117.3549
743638,47.8102,-117.3273
743639,47.8282,-117.3682
743640,47.8369,-117.3242
743641,47.8177,-117.3659
743642,47.8235,-117.3348
743643,47.809,-117.3392
743644,47.8262,-117.3634
743645,47.8177,-117.3402
743646,47.8227,-117.3382
743647,47.826,-117.3652
743648,47.8081,-117.3418
743649,47.82195,-117.36551
743650,47.8525,-117.3561
743651,47.8546,-117.4571
743652,47.85853,-117.36013
743653,47.8072,-117.43497
743654,47.81826,-117.403
743655,47.84006,-117.35497
743656,47.81087,-117.46731
743657,47.8255,-117.40845
743658,47.82541,-117.43511
743659,47.862,-117.46253
743660,47.82169,-117.46738
743661,47.84368,-117.47315
743662,47.86585,-117.38704
743663,47.81823,-117.4084
743664,47.81823,-117.4084
743665,47.86556,-117.4353
743666,47.81465,-117.37074
743667,47.84361,-117.33909
743668,47.81828,-117.36546
743669,47.8376,-117.3546
743670,47.80727,-117.34421
743671,47.80729,-117.33886
743672,47.81458,-117.3282
743673,47.82556,-117.36027
743674,47.85838,-117.33891
743675,47.85834,-117.3406
743676,47.86287,-117.3503
743677,47.83389,-117.3558
743678,47.8358,-117.3663
743679,47.81554,-117.3336
743680,47.85369,-117.3513
743681,47.93439095,-117.4699468
743682,47.94162,-117.4635
743683,47.89446,-117.46269
743684,47.93082998,-117.4579
743685,47.92724,-117.45231
743686,47.87284,-117.44616
743687,47.92724,-117.44137
743688,47.88734,-117.44088
743689,47.89467,-117.43029
743690,47.94174,-117.42583
743691,47.90197,-117.42508
743692,47.92009,-117.42001
743693,47.90201,-117.4197
743694,47.90201,-117.4197
743695,47.91666667,-117.4166667
743696,47.91287,-117.41447
743697,47.93472,-117.4097
743698,47.93108,-117.40412
743699,47.90566,-117.393
743700,47.88036,-117.38197
743701,47.90568,-117.37683
743702,47.90925999,-117.3768
743703,47.88764,-117.37658
743704,47.87673,-117.37657
743705,47.9021,-117.3714
743706,47.92724,-117.45231
743707,47.87309,-117.3819
743708,47.88026,-117.41959
743709,47.87668,-117.4088
743710,47.94162,-117.45802
743711,47.87284,-117.44075
743712,47.93083,-117.45787
743713,47.89116,-117.41971
743714,47.88754,-117.41968
743715,47.90926,-117.37685
743716,47.86942,-117.37642
743717,47.95263,-117.40974
743718,47.90208,-117.38219
743719,47.9271,-117.46867
743720,47.90921,-117.42517
743721,47.88764,-117.37658
743722,47.93803,-117.45797
743723,47.93821,-117.42046
743724,47.88763,-117.39279
743725,47.89125,-117.38743
743726,47.88736,-117.4355
743727,47.94528,-117.38269
743728,47.87654,-117.43014
743729,47.94164,-117.45259
743730,47.9236,-117.371
743731,47.79264855,-117.3688665
743732,47.79267,-117.40271
743733,47.79269,-117.36517
743734,47.7927,-117.3705
743735,47.7927,-117.3705
743736,47.79271,-117.37597
743737,47.79277,-117.46193
743738,47.7949,-117.3775
743739,47.79639,-117.37592
743740,47.79850253,-117.363732
743741,47.79992,-117.43489
743742,47.80006,-117.39201
743743,47.80008,-117.38666
743744,47.80355,-117.42956
743745,47.80367,-117.36535
743746,47.80369,-117.3974
743747,47.80369,-117.3974
743748,47.80373,-117.38666
743749,47.79992,-117.43489
743750,47.80367,-117.40811
743751,47.79998,-117.44571
743752,47.79638,-117.39736
743753,47.79276,-117.45654
743754,47.79632,-117.40808
743755,47.79635,-117.3652
743756,47.79635,-117.3652
743757,47.7927,-117.37053
743758,47.7966,-117.369
743759,47.7927,-117.37053
743760,47.79638,-117.37047
743761,47.79631,-117.34945
743762,47.79653,-117.3174
743763,47.80363,-117.34416
743764,47.7988,-117.3663
743765,47.7908,-117.3379
743766,47.7861,-117.281
743767,47.8038,-117.3704
743768,47.7954,-117.2791
743769,47.8038,-117.2371
743770,47.7911,-117.2045
743771,47.7965,-117.3605
743772,47.80415,-117.3001
743773,47.79467,-117.204
743774,47.79548,-117.3694
743775,47.78942,-117.3486
743776,47.7855,-117.2267
743777,47.80685,-117.3066
743819,47.77458,-117.44025
743820,47.78179,-117.4243
743821,47.77461,-117.41908
743822,47.78539,-117.4135
743823,47.78543,-117.40811
743824,47.77349721,-117.4053548
743825,47.7638,-117.40313
743826,47.76743,-117.40311
743827,47.7385,-117.39804
743828,47.74933,-117.39797
743829,47.76741,-117.39778
743830,47.77828,-117.39761
743831,47.78191,-117.39752
743832,47.78189,-117.39222
743833,47.78189,-117.39222
743834,47.78189,-117.3922
743835,47.73486,-117.38726
743836,47.77102,-117.3871
743837,47.77827,-117.38699
743838,47.78189,-117.38686
743839,47.7891,-117.38665
743840,47.7891,-117.38665
743841,47.77826,-117.37622
743842,47.78543,-117.37606
743843,47.77101,-117.371
743844,47.77101,-117.371
743845,47.77101,-117.371
743846,47.77101,-117.371
743847,47.78185999,-117.3655
743848,47.77101,-117.36561
743849,47.74555,-117.36574
743850,47.7452,-117.3658
743851,47.74517,-117.3699
743852,47.869591,-117.357583
743853,47.87298,-117.32839
743854,47.8731,-117.355
743855,47.87312,-117.3443
743856,47.87677,-117.3391
743857,47.87728854,-117.338461
743858,47.89125,-117.3553
743859,47.8947,-117.334
743860,47.8948,-117.3445
743861,47.89487,-117.36062
743862,47.89486998,-117.3606
743863,47.89824,-117.33403
743864,47.89832,-117.33939
743865,47.89847,-117.36068
743866,47.9006,-117.3212
743867,47.90172,-117.3287
743868,47.9031,-117.3541
743869,47.8734,-117.3237
743870,47.8762,-117.3447
743871,47.8717,-117.3508
743872,47.8962,-117.3529
743873,47.873,-117.3462
743874,47.8722,-117.3402
743875,47.88276,-117.3488
743876,47.89215,-117.3367
743877,47.89924,-117.3651
743878,47.90124,-117.3627
743879,47.90155,-117.3209
743880,47.87233,-117.3485
743881,47.89249,-117.3595
743882,47.89329,-117.3669
743883,47.95578,-117.31855
743884,47.94494,-117.31845
743885,47.94134,-117.31843
743886,47.85827,-117.31771
743887,47.9554,-117.3157
743888,47.93055,-117.31299
743889,47.91616,-117.31287
743890,47.94137999,-117.3077
743891,47.8992,-117.3075
743892,47.89076,-117.30709
743893,47.8691,-117.307
743894,47.84378,-117.30169
743895,47.86555,-117.29622
743896,47.93416,-117.29603
743897,47.91978,-117.29603
743898,47.87265,-117.29588
743899,47.96845,-117.29271
743900,47.87526839,-117.2926588
743901,47.9592,-117.2857
743902,47.85844,-117.2804
743903,47.9227,-117.2799
743904,47.90888,-117.2797
743905,47.89434,-117.2742
743906,47.84409,-117.26421
743907,47.91586999,-117.2633
743908,47.909,-117.3173
743909,47.9534,-117.3082
743910,47.8288,-117.2792
743911,47.9146,-117.3018
743912,47.9277,-117.2674
743913,47.9605,-117.2831
743914,47.819,-117.3082
743915,47.9115,-117.3186
743916,47.9065,-117.2687
743917,47.9666,-117.3165
743918,47.9113,-117.3075
743919,47.8897,-117.3057
743920,47.9406,-117.3146
743921,47.95372,-117.2727
743922,47.82367,-117.3147
743923,47.92381,-117.3173
743924,47.82746,-117.284
743925,47.94643,-117.3146
743926,47.82367,-117.3148
743927,47.92312,-117.2868
743928,47.90947,-117.3028
743929,47.93332,-117.2594
743930,47.8807,-117.2597
743931,47.83501,-117.2971
743932,47.84137,-117.2719
743990,47.97952,-117.3042
743991,47.98987,-117.3038
743992,48.01919,-117.3035
743993,47.98298,-117.29793
743994,47.9979,-117.2952
743995,47.9964,-117.2943
743996,48.0145,-117.2934
743997,47.98553452,-117.2908914
743998,48.00108,-117.28699
743999,48.01566,-117.2869
744000,48.0134,-117.2869
744001,47.99673,-117.2867
744002,48.03307,-117.2827
744003,48.0159,-117.2821
744004,47.99015,-117.28164
744005,47.99743,-117.28159
744006,47.99743,-117.28159
744007,47.99743,-117.28159
744008,48.00107,-117.28157
744009,48.00471,-117.28154
744010,48.02293,-117.28144
744011,48.00646,-117.2805
744012,47.9895,-117.2802
744013,48.00919,-117.28
744014,48.0001,-117.2761
744015,48.02287,-117.276
744016,48.0014,-117.2738
744017,47.99549,-117.2733
744018,48.0231,-117.2719
744019,47.99738,-117.2707
744020,48.00104,-117.27067
744021,48.02642,-117.27051
744022,48.00618,-117.2699
744023,47.98761,-117.2843
744074,48.04075,-117.22721
744075,48.04075,-117.22721
744095,48.0413,-117.2518
744097,48.0381,-117.2211
744099,48.0453,-117.2215
744102,48.0387,-117.2264
744103,48.0387,-117.2082
744107,48.04035,-117.2719
744116,48.03869,-117.2289
744121,48.02629,-117.2325
744122,48.03355,-117.23248
744123,48.03355,-117.23248
744124,47.97900999,-117.2276
744125,48.00452,-117.2272
744126,48.00452,-117.2272
744127,48.01898,-117.22711
744128,48.0115,-117.2271
744129,48.0115,-117.2271
744130,48.00236157,-117.2261738
744131,47.9972,-117.22193
744132,48.01532,-117.2217
744133,48.01532,-117.22168
744134,47.98986,-117.21673
744135,47.98256,-117.21147
744136,48.00802,-117.21108
744137,48.00802,-117.21108
744138,48.01886,-117.21098
744139,47.98254,-117.2061
744140,48.00072,-117.20588
744141,48.03332,-117.20555
744142,48.03332,-117.20555
744143,47.99704,-117.2006
744144,48.01516,-117.20041
744145,47.98975,-117.1953
744146,48.01142,-117.18977
744147,47.98243,-117.18469
744148,47.99323,-117.17929
744149,48.0122,-117.2083
744150,48.0123,-117.2297
744151,48.0268,-117.2297
744152,48.0185,-117.2024
744153,48.0296,-117.1987
744154,47.9947,-117.1804
744155,48.0196,-117.222
744156,47.9824,-117.1795
744157,47.99495,-117.229
744158,48.02091,-117.2268
744159,47.97639,-117.2323
744160,48.02739,-117.2273
744161,48.00857,-117.1893
744162,47.9959,-117.1802
744163,47.98892,-117.2015
744210,47.69164,-117.3656
744211,47.68918,-117.3642
744212,47.6925,-117.361
744213,47.69328,-117.3573
744214,47.68974,-117.3522
744215,47.67676,-117.3519
744216,47.68998,-117.3492
744217,47.68891,-117.3487
744218,47.692,-117.348
744219,47.68967,-117.3478
744220,47.68901,-117.3475
744221,47.68697,-117.3461
744222,47.6884,-117.3459
744223,47.68847,-117.3457
744224,47.67651,-117.3448
744225,47.68732,-117.3448
744226,47.69448,-117.3447
744227,47.69164,-117.34395
744228,47.6881,-117.3439
744229,47.6876,-117.3429
744230,47.68997,-117.3393
744231,47.6927,-117.3392
744232,47.68358,-117.3388
744233,47.67713,-117.33867
744234,47.69086,-117.3651
744300,47.6729,-117.2415
744301,47.6761,-117.235
744302,47.6764,-117.2334
744303,47.67706,-117.23162
744304,47.6783,-117.2106
744305,47.6787,-117.1858
744306,47.6789,-117.224
744307,47.68063,-117.2155
744308,47.68071,-117.237
744309,47.6814,-117.2312
744310,47.6825,-117.2328
744311,47.6841,-117.2339
744312,47.6863,-117.231
744313,47.68795,-117.237
744314,47.68797208,-117.2576193
744315,47.6948,-117.2484
744316,47.69513,-117.22649
744317,47.6971,-117.2259
744318,47.6971,-117.2514
744319,47.69211,-117.2362
744320,47.69868,-117.2492
744321,47.67337,-117.2332
744322,47.68735,-117.2682
744323,47.68031,-117.2055
744324,47.67796,-117.2263
744325,47.6788,-117.2071
744326,47.67824,-117.2402
744327,47.67825,-117.24
744328,47.67874,-117.218
744329,47.69752,-117.2535
744330,47.67887,-117.2324
744331,47.6772,-117.2067
744332,47.67296,-117.1943
744333,47.67563,-117.2441
744334,47.67876,-117.1857
744335,47.67427,-117.23
744336,47.69053,-117.2291
744337,47.67942,-117.2347
744338,47.68404,-117.2229
744339,47.69425,-117.2495
744340,47.67878,-117.2353
744341,47.82476,-117.2065
744342,47.82766,-117.2158
744343,47.8287,-117.2167
744344,47.82942,-117.1986
744345,47.833094,-117.237086
744346,47.83688,-117.2427
744347,47.8387,-117.2243
744348,47.83999,-117.2455
744349,47.84012,-117.1996
744350,47.84413,-117.2155
744351,47.8504,-117.2385
744352,47.85082001,-117.1832
744353,47.8509,-117.1899
744354,47.85159,-117.23738
744355,47.8546,-117.2353
744356,47.85485,-117.21045
744357,47.85512,-117.22665
744358,47.85649,-117.2264
744359,47.85834,-117.20509
744360,47.8669,-117.2489
744361,47.90442,-117.3237
744362,47.9051,-117.3414
744363,47.90569,-117.36608
744364,47.90916,-117.34485
744365,47.90922,-117.3555
744366,47.91036,-117.3402
744367,47.91266,-117.33955
744368,47.91279,-117.35553
744369,47.9132,-117.358
744370,47.91548,-117.3516
744371,47.91634,-117.35024
744372,47.91634,-117.35024
744373,47.9166,-117.3476
744374,47.9193,-117.3484
744375,47.9195,-117.3672
744376,47.91973,-117.32365
744377,47.9222,-117.3502
744378,47.92339,-117.33432
744379,47.92356,-117.35562
744380,47.92356,-117.35562
744381,47.9245,-117.3561
744382,47.92559,-117.3431
744383,47.9256,-117.358
744384,47.9257,-117.367
744385,47.92731,-117.36631
744386,47.9298,-117.3653
744387,47.93088,-117.36104
744388,47.93449,-117.36108
744389,47.9409,-117.3239
744390,47.94169,-117.36652
744391,47.93925,-117.3418
744392,47.92887,-117.3681
744424,48.01955,-117.3524
744425,47.98688,-117.35229
744426,47.9709,-117.3511
744427,47.9735,-117.3482
744428,48.03388,-117.3472
744429,47.97963,-117.3469
744430,47.9823,-117.3453
744431,48.0245,-117.3452
744432,48.0003,-117.3449
744433,48.0101,-117.3424
744434,47.9862,-117.3423
744435,48.01221,-117.34157
744436,48.03384,-117.33636
744437,48.01943,-117.3362
744438,47.99401,-117.33608
744439,47.97229,-117.33599
744440,47.9831,-117.33059
744441,47.9831,-117.33059
744442,48.01572,-117.3254
744443,48.01572,-117.3254
744444,48.00846,-117.32532
744445,48.01568,-117.32001
744446,47.9903,-117.31982
744447,48.0158,-117.3187
744448,48.02646,-117.31468
744449,48.01563,-117.31462
744450,48.01201,-117.31457
744451,48.01558,-117.30922
744452,48.00835,-117.30911
744453,47.9975,-117.30903
744454,47.98665,-117.30902
744455,47.9813,-117.3387
744456,47.9838,-117.3318
744457,48.01578,-117.3467
744458,48.02315,-117.3257
744459,48.0296,-117.341
744460,48.03078,-117.3478
744461,47.99632,-117.346
744462,48.02152,-117.32453
744463,48.02659,-117.3524
744464,47.97362,-117.3364
744465,47.99731,-117.3168
744466,48.03508,-117.3477
744467,48.03522,-117.341
744468,48.03427,-117.3493
744469,48.03576,-117.3483
744470,48.02696,-117.3266
744471,47.98694,-117.3158
744472,47.98801,-117.3232
744473,47.70231,-117.18355
744474,47.70231,-117.18355
744475,47.7033,-117.2559
744476,47.7057,-117.2696
744477,47.70587,-117.2158
744478,47.7059,-117.20506
744479,47.70591,-117.19431
744480,47.70592,-117.18891
744481,47.70936998,-117.2588
744482,47.70954,-117.1943
744483,47.7098,-117.2505
744484,47.7099,-117.2506
744485,47.712,-117.2042
744486,47.71299,-117.24274
744487,47.7163,-117.2043
744488,47.71662,-117.24812
744489,47.71679,-117.19426
744490,47.718,-117.1985
744491,47.7204,-117.20501
744492,47.72111,-117.1884
744493,47.72402,-117.20499
744494,47.7247,-117.186
744495,47.7345,-117.2417
744496,47.735,-117.2078
744497,47.7461,-117.2356
744498,47.7512,-117.2077
744499,47.753,-117.208
744500,47.7545,-117.2543
744501,47.77,-117.2681
744502,47.7754,-117.2587
744503,47.7784,-117.2317
744504,47.7824,-117.1898
744505,47.7828,-117.1858
744506,47.70629,-117.2626
744507,47.76477,-117.2306
744508,47.73351,-117.2101
744509,47.72214,-117.2076
744510,47.72211,-117.207
744511,47.73116,-117.2723
744512,47.70271,-117.2508
744513,47.76815,-117.1825
744514,47.78066,-117.2359
744515,47.70214,-117.252
744516,47.71025,-117.226
744517,47.73202,-117.2662
744518,47.73565,-117.2119
744519,47.71504,-117.2109
744520,47.75811,-117.3629
744521,47.76390456,-117.362525
744522,47.7343,-117.3618
744523,47.7667,-117.3618
744524,47.7627,-117.3617
744525,47.75217,-117.3602
744526,47.75245,-117.36
744527,47.71702,-117.3592
744528,47.75116,-117.3591
744529,47.7758,-117.3585
744530,47.7758,-117.3585
744531,47.73768,-117.3578
744532,47.7653,-117.3572
744533,47.744843,-117.357192
744534,47.7343,-117.3542
744535,47.7628,-117.3539
744536,47.78157,-117.3534
744537,47.73415,-117.3515
744538,47.7589,-117.3506
744539,47.76728,-117.34955
744540,47.73507,-117.3495
744541,47.7326,-117.3435
744542,47.70502,-117.3429
744543,47.78018,-117.3427
744544,47.78209,-117.3408
744545,47.73054,-117.3407
744546,47.701802,-117.339437
744547,47.7099,-117.3393
744548,47.78449,-117.3389
744549,47.69965,-117.3417
744550,47.69899,-117.3413
744551,47.75338,-117.3581
744552,47.71876,-117.359
744592,47.70348,-117.3361
744593,47.7098,-117.3358
744594,47.7489,-117.3355
744595,47.70187,-117.3334
744596,47.70275,-117.332
744597,47.70667,-117.3315
744598,47.72328,-117.3238
744599,47.7235,-117.3216
744600,47.72561,-117.3173
744601,47.71206,-117.3161
744602,47.7031,-117.3133
744603,47.70901,-117.3063
744604,47.70167,-117.304
744605,47.7415,-117.2983
744606,47.73067,-117.2973
744607,47.7312,-117.2958
744608,47.721,-117.2944
744609,47.7059,-117.2908
744610,47.71561,-117.2848
744611,47.73053,-117.2846
744612,47.71578,-117.2814
744613,47.706,-117.2803
744614,47.7496,-117.2802
744615,47.7209,-117.2756
744652,47.879,-117.1923
744653,47.88319,-117.2423
744654,47.88326,-117.25265
744655,47.89051,-117.24714
744656,47.8929,-117.1801
744657,47.89775,-117.25253
744658,47.8981,-117.2281
744659,47.90472,-117.19393
744660,47.9086,-117.227
744661,47.9117,-117.2175
744662,47.91193,-117.21522
744663,47.91211,-117.24153
744664,47.9156,-117.1945
744665,47.9172,-117.2114
744666,47.9206,-117.2228
744667,47.9222,-117.2375
744668,47.92426,-117.2279
744669,47.9245,-117.1845
744670,47.92562,-117.2178
744671,47.92626,-117.21
744672,47.92638,-117.24169
744673,47.92989,-117.23112
744674,47.93054029,-117.2446778
744675,47.9389,-117.206
744676,47.9435,-117.1906
744677,47.94769,-117.18329
744678,47.9503,-117.2458
744679,47.9665,-117.2522
744680,47.96808,-117.22229
744681,47.96983,-117.2539
744682,47.97028,-117.2531
